#,Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng
3075,Gympass,Sao Paulo,Brazil,South America,467.0,2020-04-03,33.0,1415.0,948.0,Fitness,Series D,300,2020,-23.5475,-46.63611
3076,Sojern,San Francisco Bay Area,USA,North America,300.0,2020-04-03,50.0,600.0,300.0,Marketing,Series D,162,2020,37.77493,-122.41942
3078,Minted,San Francisco Bay Area,USA,North America,147.0,2020-04-03,37.0,397.0,250.0,Retail,Series E,297,2020,37.77493,-122.41942
3082,Arrive Logistics,Austin,USA,North America,75.0,2020-04-03,7.0,1071.0,996.0,Logistics,Series B,35,2020,30.26715,-97.74306
3083,Salsify,Boston,USA,North America,60.0,2020-04-03,13.0,462.0,402.0,Retail,Series D,97,2020,42.35843,-71.05977
3084,Jetty,New York City,USA,North America,35.0,2020-04-03,40.0,88.0,53.0,Finance,Series B,40,2020,40.71427,-74.00597
3085,D2iQ,San Francisco Bay Area,USA,North America,34.0,2020-04-03,13.0,262.0,228.0,Infrastructure,Series D,247,2020,37.77493,-122.41942
3086,Bustle Digital Group,New York City,USA,North America,24.0,2020-04-03,8.0,300.0,276.0,Media,Series E,80,2020,40.71427,-74.00597
3088,Opencare,Toronto,Canada,North America,18.0,2020-04-03,25.0,72.0,54.0,Healthcare,Series A,24,2020,43.70643,-79.39864
3100,MindBody,San Luis Obispo,USA,North America,700.0,2020-04-02,35.0,2000.0,1300.0,Fitness,Post-IPO,114,2020,35.28275,-120.65962
3101,Katerra,San Francisco Bay Area,USA,North America,240.0,2020-04-02,3.0,8000.0,7760.0,Construction,Series D,1200,2020,37.45383,-122.18219
3102,Ritual,Toronto,Canada,North America,196.0,2020-04-02,54.0,363.0,167.0,Food,Series C,112,2020,43.70643,-79.39864
3103,ClassPass,New York City,USA,North America,154.0,2020-04-02,22.0,700.0,546.0,Fitness,Series E,549,2020,40.71427,-74.00597
3104,eGym,Munich,Germany,Europe,100.0,2020-04-02,25.0,400.0,300.0,Fitness,Series D,109,2020,48.13743,11.57549
3106,Industrious,New York City,USA,North America,90.0,2020-04-02,20.0,450.0,360.0,Real Estate,Series D,222,2020,40.71427,-74.00597
3107,1stdibs,New York City,USA,North America,70.0,2020-04-02,17.0,412.0,342.0,Retail,Series D,253,2020,40.71427,-74.00597
3108,ThirdLove,San Francisco Bay Area,USA,North America,65.0,2020-04-02,30.0,217.0,152.0,Retail,Series B,68,2020,37.77493,-122.41942
3110,The Predictive Investment,Boston,USA,North America,59.0,2020-04-02,25.0,236.0,177.0,HR,Acquired,65,2020,42.35843,-71.05977
3112,Jobcase,Boston,USA,North America,39.0,2020-04-02,20.0,195.0,156.0,Recruiting,Private Equity …,118,2020,42.35843,-71.05977
3114,Dynamic Signal,San Francisco Bay Area,USA,North America,35.0,2020-04-02,19.0,184.0,149.0,HR,Series E,114,2020,37.63049,-122.41108
3116,Sauce Labs,San Francisco Bay Area,USA,North America,30.0,2020-04-02,15.0,200.0,170.0,Infrastructure,Unknown,151,2020,37.77493,-122.41942
3118,TripleLift,New York City,USA,North America,23.0,2020-04-02,7.0,329.0,306.0,Marketing,Series B,16,2020,40.71427,-74.00597
3119,Coding Dojo,Seattle,USA,North America,7.0,2020-04-02,7.0,100.0,93.0,Education,Unknown,2,2020,47.60621,-122.33207
3120,Instamojo,Bengaluru,India,Asia,6.0,2020-04-02,6.0,100.0,94.0,Finance,Unknown,8,2020,12.97194,77.59369
3121,Synergysuite,Salt Lake City,USA,North America,5.0,2020-04-02,7.0,71.0,66.0,Food,Series A,6,2020,40.76078,-111.89105
3129,PatientPop,Los Angeles,USA,North America,100.0,2020-04-01,20.0,500.0,400.0,Healthcare,Series B,75,2020,34.05223,-118.24368
3130,Showpad,Chicago,USA,North America,52.0,2020-04-01,12.0,433.0,381.0,Marketing,Series D,159,2020,41.85003,-87.65005
3131,Highsnobiety,Berlin,Germany,Europe,51.0,2020-04-01,25.0,204.0,153.0,Media,Series A,9,2020,52.52437,13.41053
3132,Earnin,San Francisco Bay Area,USA,North America,50.0,2020-04-01,20.0,250.0,200.0,Finance,Series C,190,2020,37.44188,-122.14302
3133,Wonolo,San Francisco Bay Area,USA,North America,46.0,2020-04-01,13.0,354.0,308.0,Recruiting,Series C,52,2020,37.77493,-122.41942
3134,Acko,Mumbai,India,Asia,45.0,2020-04-01,9.0,500.0,455.0,Finance,Unknown,143,2020,19.07283,72.88261
3136,Aqua Security,Tel Aviv,Israel,Asia,24.0,2020-04-01,9.0,267.0,243.0,Security,Series C,100,2020,32.08088,34.78057
3137,Crayon,Boston,USA,North America,20.0,2020-04-01,20.0,100.0,80.0,Marketing,Series A,16,2020,42.35843,-71.05977
3139,Sensibill,Toronto,Canada,North America,17.0,2020-04-01,20.0,85.0,68.0,Finance,Series B,50,2020,43.70643,-79.39864
3140,Usermind,Seattle,USA,North America,15.0,2020-04-01,25.0,60.0,45.0,Marketing,Series C,46,2020,47.60621,-122.33207
3141,Incredible Health,San Francisco Bay Area,USA,North America,9.0,2020-04-01,40.0,23.0,14.0,Healthcare,Series A,15,2020,37.77493,-122.41942
3148,KeepTruckin,San Francisco Bay Area,USA,North America,349.0,2020-03-31,18.0,1939.0,1590.0,Logistics,Series D,227,2020,37.77493,-122.41942
3149,AdRoll,Salt Lake City,USA,North America,210.0,2020-03-31,30.0,700.0,490.0,Marketing,Series C,89,2020,40.76078,-111.89105
3150,Rover,Seattle,USA,North America,194.0,2020-03-31,41.0,473.0,279.0,Consumer,Series G,310,2020,47.60621,-122.33207
3151,Turo,San Francisco Bay Area,USA,North America,108.0,2020-03-31,30.0,360.0,252.0,Transportation,Series E,467,2020,37.77493,-122.41942
3152,uShip,Austin,USA,North America,65.0,2020-03-31,37.0,176.0,111.0,Logistics,Series D,69,2020,30.26715,-97.74306
3156,Zenoti,Seattle,USA,North America,17.0,2020-03-31,4.0,425.0,408.0,Fitness,Series C,91,2020,47.60621,-122.33207
3157,DialSource,Sacramento,USA,North America,5.0,2020-03-31,14.0,36.0,31.0,Marketing,Series B,26,2020,38.58157,-121.4944
3164,Thumbtack,San Francisco Bay Area,USA,North America,250.0,2020-03-30,30.0,833.0,583.0,Consumer,Series F,423,2020,37.77493,-122.41942
3165,RigUp,Austin,USA,North America,120.0,2020-03-30,25.0,480.0,360.0,Energy,Series D,423,2020,30.26715,-97.74306
3166,FabHotels,New Delhi,India,Asia,80.0,2020-03-30,20.0,400.0,320.0,Travel,Series B,48,2020,28.65195,77.23149
3167,Hibob,Tel Aviv,Israel,Asia,70.0,2020-03-30,30.0,233.0,163.0,HR,Series A,45,2020,32.08088,34.78057
3168,PeerStreet,Los Angeles,USA,North America,51.0,2020-03-30,30.0,170.0,119.0,Finance,Series C,110,2020,34.05223,-118.24368
3169,Maven,Seattle,USA,North America,31.0,2020-03-30,9.0,344.0,313.0,Media,Post-IPO,77,2020,47.60621,-122.33207
3173,Loftsmart,New York City,USA,North America,25.0,2020-03-30,75.0,33.0,8.0,Real Estate,Series A,18,2020,40.71427,-74.00597
3175,Iris Nova,New York City,USA,North America,9.0,2020-03-30,50.0,18.0,9.0,Food,Seed,15,2020,40.71427,-74.00597
3177,ZipRecruiter,Los Angeles,USA,North America,400.0,2020-03-29,39.0,1026.0,626.0,Recruiting,Series B,219,2020,34.05223,-118.24368
3178,Amplero,Seattle,USA,North America,17.0,2020-03-29,100.0,17.0,0.0,Marketing,Series B,25,2020,47.60621,-122.33207
3180,TravelTriangle,Gurugram,India,Asia,250.0,2020-03-28,50.0,500.0,250.0,Travel,Series D,47,2020,28.4601,77.02635
3183,OneWeb,London,United Kingdom,Europe,451.0,2020-03-27,85.0,531.0,80.0,Aerospace,Unknown,0,2020,51.50853,-0.12574
3184,Bird,Los Angeles,USA,North America,406.0,2020-03-27,30.0,1353.0,947.0,Transportation,Series D,623,2020,34.05223,-118.24368
3185,HOOQ,Singapore,Singapore,Asia,250.0,2020-03-27,100.0,250.0,0.0,Consumer,Unknown,95,2020,1.28967,103.85007
3187,DataRobot,Boston,USA,North America,200.0,2020-03-27,16.66666666666667,1200.0,1000.0,Data,Series E,430,2020,42.35843,-71.05977
3189,Blueground,New York City,USA,North America,130.0,2020-03-27,25.0,520.0,390.0,Real Estate,Series B,77,2020,40.71427,-74.00597
3190,Knotel,New York City,USA,North America,127.0,2020-03-27,30.0,423.0,296.0,Real Estate,Series C,560,2020,40.71427,-74.00597
3191,Getaround,San Francisco Bay Area,USA,North America,100.0,2020-03-27,25.0,400.0,300.0,Transportation,Series D,403,2020,37.77493,-122.41942
3192,Zipcar,Boston,USA,North America,100.0,2020-03-27,20.0,500.0,400.0,Transportation,Acquired,107,2020,42.35843,-71.05977
3193,Mogo,Vancouver,Canada,North America,78.0,2020-03-27,30.0,260.0,182.0,Finance,Post-IPO,201,2020,49.24966,-123.11934
3196,Bench,Vancouver,Canada,North America,47.0,2020-03-27,10.0,470.0,423.0,Finance,Series B,49,2020,49.24966,-123.11934
3199,Bevi,Boston,USA,North America,30.0,2020-03-27,20.0,150.0,120.0,Food,Series C,60,2020,42.35843,-71.05977
3200,Textio,Seattle,USA,North America,30.0,2020-03-27,20.0,150.0,120.0,Recruiting,Unknown,41,2020,47.60621,-122.33207
3206,B8ta,San Francisco Bay Area,USA,North America,250.0,2020-03-26,50.0,500.0,250.0,Retail,Series C,88,2020,37.77493,-122.41942
3208,Puppet,Portland,USA,North America,50.0,2020-03-26,10.0,500.0,450.0,Infrastructure,Series F,149,2020,45.52345,-122.67621
3209,Ecobee,Toronto,Canada,North America,47.0,2020-03-26,10.0,470.0,423.0,Energy,Series C,149,2020,43.70643,-79.39864
3211,Peerspace,San Francisco Bay Area,USA,North America,41.0,2020-03-26,75.0,55.0,14.0,Real Estate,Series B,34,2020,37.77493,-122.41942
3212,GoSpotCheck,Denver,USA,North America,23.0,2020-03-26,20.0,115.0,92.0,Retail,Series B,47,2020,39.73915,-104.9847
3213,Consider.co,San Francisco Bay Area,USA,North America,13.0,2020-03-26,100.0,13.0,0.0,Other,Seed,5,2020,37.77493,-122.41942
3215,TripActions,San Francisco Bay Area,USA,North America,300.0,2020-03-25,25.0,1200.0,900.0,Travel,Series D,0,2020,37.44188,-122.14302
3219,WanderJaunt,San Francisco Bay Area,USA,North America,56.0,2020-03-25,23.0,243.0,187.0,Travel,Series B,26,2020,37.77493,-122.41942
3220,OutboundEngine,Austin,USA,North America,52.0,2020-03-25,28.0,186.0,134.0,Marketing,Series C,48,2020,30.26715,-97.74306
3221,Wonderschool,San Francisco Bay Area,USA,North America,50.0,2020-03-25,75.0,67.0,17.0,Education,Series A,24,2020,37.77493,-122.41942
3222,Overtime,New York City,USA,North America,30.0,2020-03-25,23.0,130.0,100.0,Media,Series B,35,2020,40.71427,-74.00597
3223,Jama,Portland,USA,North America,12.0,2020-03-25,5.0,240.0,228.0,Product,Unknown,233,2020,45.52345,-122.67621
3229,Sonder,San Francisco Bay Area,USA,North America,400.0,2020-03-24,33.0,1212.0,812.0,Travel,Series D,359,2020,37.77493,-122.41942
3231,Foodsby,Minneapolis,USA,North America,87.0,2020-03-24,67.0,130.0,43.0,Food,Series B,20,2020,44.97997,-93.26384
3232,Zeus Living,San Francisco Bay Area,USA,North America,80.0,2020-03-24,30.0,267.0,187.0,Real Estate,Series B,79,2020,37.77493,-122.41942
3237,Compass,New York City,USA,North America,375.0,2020-03-23,15.0,2500.0,2125.0,Real Estate,Series G,1600,2020,40.71427,-74.00597
3238,Convene,New York City,USA,North America,150.0,2020-03-23,18.0,833.0,683.0,Real Estate,Series D,280,2020,40.71427,-74.00597
3239,Leafly,Seattle,USA,North America,91.0,2020-03-23,50.0,182.0,91.0,Retail,Acquired,2,2020,47.60621,-122.33207
3240,The Guild,Austin,USA,North America,38.0,2020-03-23,22.0,173.0,135.0,Travel,Series B,36,2020,30.26715,-97.74306
3242,GrayMeta,Los Angeles,USA,North America,20.0,2020-03-23,40.0,50.0,30.0,Data,Unknown,7,2020,34.05223,-118.24368
3243,Triplebyte,San Francisco Bay Area,USA,North America,15.0,2020-03-23,17.0,88.0,73.0,Recruiting,Series B,48,2020,37.77493,-122.41942
3244,Ladder Life,San Francisco Bay Area,USA,North America,13.0,2020-03-23,25.0,52.0,39.0,Finance,Series C,94,2020,37.44188,-122.14302
3248,Flywheel Sports,New York City,USA,North America,784.0,2020-03-20,98.0,800.0,16.0,Fitness,Acquired,120,2020,40.71427,-74.00597
3250,CTO.ai,Vancouver,Canada,North America,30.0,2020-03-20,50.0,60.0,30.0,Infrastructure,Seed,7,2020,49.24966,-123.11934
3256,Remote Year,Chicago,USA,North America,50.0,2020-03-19,50.0,100.0,50.0,Travel,Series B,17,2020,41.85003,-87.65005
3261,Flytedesk,Boulder,USA,North America,4.0,2020-03-18,20.0,20.0,16.0,Marketing,Seed,4,2020,40.01499,-105.27055
3262,Inspirato,Denver,USA,North America,130.0,2020-03-16,22.0,591.0,461.0,Travel,Series C,79,2020,39.73915,-104.9847
3263,Help.com,Austin,USA,North America,16.0,2020-03-16,100.0,16.0,0.0,Support,Seed,6,2020,30.26715,-97.74306
3265,HopSkipDrive,Los Angeles,USA,North America,8.0,2020-03-13,10.0,80.0,72.0,Transportation,Unknown,45,2020,34.05223,-118.24368
3266,Panda Squad,San Francisco Bay Area,USA,North America,6.0,2020-03-13,75.0,8.0,2.0,Consumer,Seed,1,2020,37.77493,-122.41942
3267,Tamara Mellon,Los Angeles,USA,North America,20.0,2020-03-12,40.0,50.0,30.0,Retail,Series C,90,2020,34.05223,-118.24368
3268,ChowNow,Los Angeles,USA,North America,60.0,2024-03-28,20.0,300.0,240.0,Food,Series C,64,2024,34.05223,-118.24368
3269,Synctera,San Francisco Bay Area,USA,North America,17.0,2024-03-26,15.0,113.0,96.0,Finance,Series A,79,2024,37.77493,-122.41942
3270,Dell,Austin,USA,North America,6000.0,2024-03-25,5.0,120000.0,114000.0,Hardware,Post-IPO,0,2024,30.26715,-97.74306
3271,Verily,San Francisco Bay Area,USA,North America,278.3878594249201,2024-03-22,22.908013569639113,3656.8828590337525,3319.764756944445,Healthcare,Subsidi…,3500,2024,37.6535403,-122.4168664
3272,Cybereason,Boston,USA,North America,278.3878594249201,2024-03-20,22.908013569639113,3656.8828590337525,3319.764756944445,Security,Series F,750,2024,42.35843,-71.05977
3273,ShopBack,Singapore,Singapore,Asia,195.0,2024-03-19,24.0,813.0,618.0,Retail,Series F,355,2024,1.28967,103.85007
3274,Orbotech,Yavne,Israel,Asia,100.0,2024-03-19,22.908013569639113,3656.8828590337525,0.0,Manufact…,Acquired,0,2024,31.8768863,34.7382974
3275,Airmeet,Bengaluru,India,Asia,278.3878594249201,2024-03-19,20.0,3656.8828590337525,3319.764756944445,Marketing,Series B,50,2024,12.97194,77.59369
3276,Longi,Xi'an,China,Asia,278.3878594249201,2024-03-18,5.0,3656.8828590337525,3319.764756944445,Energy,Unknown,0,2024,34.2610007,108.9423792
3277,Flock Freight,San Diego,USA,North America,54.0,2024-03-16,22.908013569639113,3656.8828590337525,3319.764756944445,Logistics,Series D,399,2024,32.71571,-117.16472
3278,Chipper Cash,San Francisco Bay Area,USA,North America,20.0,2024-03-15,22.908013569639113,3656.8828590337525,3319.764756944445,Finance,Series C,302,2024,37.77493,-122.41942
3279,Blueboard,San Francisco Bay Area,USA,North America,278.3878594249201,2024-03-15,100.0,3656.8828590337525,0.0,HR,Series A,16,2024,37.77493,-122.41942
3280,Textio,Seattle,USA,North America,14.0,2024-03-14,16.0,88.0,74.0,Recruiting,Unknown,42,2024,47.60621,-122.33207
3281,Stash,New York City,USA,North America,80.0,2024-03-13,25.0,320.0,240.0,Finance,Unknown,480,2024,40.71427,-74.00597
3282,Phantom Auto,San Francisco Bay Area,USA,North America,100.0,2024-03-12,100.0,100.0,0.0,Transport…,Unknown,86,2024,37.77493,-122.41942
3283,IBM,New York City,USA,North America,278.3878594249201,2024-03-12,22.908013569639113,3656.8828590337525,3319.764756944445,Hardware,Post-IPO,0,2024,40.71427,-74.00597
3284,Deadspin,New York City,USA,North America,11.0,2024-03-11,100.0,11.0,0.0,Media,Acquired,0,2024,40.71427,-74.00597
3285,Niche,Pittsburgh,USA,North America,24.0,2024-03-08,7.0,343.0,319.0,Education,Series C,44,2024,40.44062,-79.99589
3286,Inscribe,San Francisco Bay Area,USA,North America,278.3878594249201,2024-03-08,40.0,3656.8828590337525,3319.764756944445,Finance,Series B,39,2024,37.77493,-122.41942
3287,Turnitin,San Francisco Bay Area,USA,North America,15.0,2024-03-07,2.0,750.0,735.0,Education,Acquired,0,2024,37.77493,-122.41942
3288,Totango,San Francisco Bay Area,USA,North America,278.3878594249201,2024-03-07,22.908013569639113,3656.8828590337525,3319.764756944445,Support,Acquired,147,2024,37.77493,-122.41942
3289,Sorare,New York City,USA,North America,22.0,2024-03-06,13.0,169.0,147.0,Crypto,Series B,739,2024,40.71427,-74.00597
3290,Meta,San Francisco Bay Area,USA,North America,278.3878594249201,2024-03-06,22.908013569639113,3656.8828590337525,3319.764756944445,Consumer,Post-IPO,26000,2024,37.4519671,-122.177992
3291,PlanetScale,San Francisco Bay Area,USA,North America,278.3878594249201,2024-03-06,22.908013569639113,3656.8828590337525,3319.764756944445,Data,Series C,105,2024,37.77493,-122.41942
3292,MessageBird,Amsterdam,Netherlands,Europe,90.0,2024-03-05,20.0,450.0,360.0,Other,Series C,1100,2024,52.37403,4.88969
3293,Form Energy,Boston,USA,North America,278.3878594249201,2024-03-05,22.908013569639113,3656.8828590337525,3319.764756944445,Energy,Unknown,966,2024,42.35843,-71.05977
3294,Verbit,New York City,USA,North America,278.3878594249201,2024-03-05,22.908013569639113,3656.8828590337525,3319.764756944445,Data,Series E,569,2024,40.71427,-74.00597
3295,Edgio,Phoenix,USA,North America,80.0,2024-03-04,10.0,800.0,720.0,Infrastruc…,Post-IPO,462,2024,33.44838,-112.07404
3296,Melio,New York City,USA,North America,40.0,2024-03-04,7.0,571.0,531.0,Finance,Series D,504,2024,40.71427,-74.00597
3297,Our Next Energy,Detroit,USA,North America,40.0,2024-03-04,13.0,308.0,268.0,Transport…,Series B,390,2024,42.33143,-83.04575
3298,Project Ronin,San Francisco Bay Area,USA,North America,150.0,2024-03-01,100.0,150.0,0.0,Healthcare,Unknown,0,2024,37.77493,-122.41942
3299,Pristyn Care,Gurugram,India,Asia,120.0,2024-03-01,7.0,1714.0,1594.0,Healthcare,Series E,177,2024,28.4601,77.02635
3300,Gro Intelligence,New York City,USA,North America,90.0,2024-03-01,60.0,150.0,60.0,Food,Series B,118,2024,40.71427,-74.00597
3301,Tonik,Singapore,Singapore,Asia,278.3878594249201,2024-03-01,22.908013569639113,3656.8828590337525,3319.764756944445,Finance,Series B,175,2024,1.28967,103.85007
3302,Fisker,Los Angeles,USA,North America,278.3878594249201,2024-02-29,15.0,3656.8828590337525,3319.764756944445,Transport…,Post-IPO,1700,2024,34.05223,-118.24368
3303,Kevin,Vilnius,Lithuania,Europe,278.3878594249201,2024-02-29,14.0,3656.8828590337525,3319.764756944445,Finance,Series A,79,2024,54.6870458,25.2829111
3304,Electronic Arts,San Francisco Bay Area,USA,North America,670.0,2024-02-28,5.0,13400.0,12730.0,Consumer,Post-IPO,2,2024,37.77493,-122.41942
3305,Vacasa,Portland,USA,North America,320.0,2024-02-28,5.0,6400.0,6080.0,Travel,Post-IPO,834,2024,45.52345,-122.67621
3306,Treasury Prime,San Francisco Bay Area,USA,North America,40.0,2024-02-28,40.0,100.0,60.0,Finance,Series C,71,2024,37.77493,-122.41942
3307,Motional,Boston,USA,North America,278.3878594249201,2024-02-28,5.0,3656.8828590337525,3319.764756944445,Transport…,Unknown,0,2024,42.35843,-71.05977
3308,Sony Interactive,San Francisco Bay Area,USA,North America,900.0,2024-02-27,8.0,11250.0,10350.0,Consumer,Subsidi…,0,2024,37.77493,-122.41942
3309,Bumble,Austin,USA,North America,350.0,2024-02-27,30.0,1167.0,817.0,Consumer,Post-IPO,313,2024,30.26715,-97.74306
3310,PropertyGuru,Singapore,Singapore,Asia,79.0,2024-02-27,22.908013569639113,3656.8828590337525,3319.764756944445,Real Estate,Post-IPO,676,2024,1.28967,103.85007
3311,Apple,San Francisco Bay Area,USA,North America,278.3878594249201,2024-02-27,22.908013569639113,3656.8828590337525,3319.764756944445,Transport…,Post-IPO,1200,2024,37.3228934,-122.0322895
3312,Expedia,Seattle,USA,North America,1500.0,2024-02-26,8.0,18750.0,17250.0,Travel,Post-IPO,3300,2024,47.60621,-122.33207
3313,WayCool,Chennai,India,Asia,70.0,2024-02-26,22.908013569639113,3656.8828590337525,3319.764756944445,Food,Unknown,363,2024,13.08784,80.27847
3314,Daraz,Singapore,Singapore,Asia,278.3878594249201,2024-02-26,22.908013569639113,3656.8828590337525,3319.764756944445,Retail,Unknown,0,2024,1.28967,103.85007
3315,Redesign Health,New York City,USA,North America,77.0,2024-02-23,22.908013569639113,3656.8828590337525,3319.764756944445,Healthcare,Series C,315,2024,40.71427,-74.00597
3316,Carbon Health,San Francisco Bay Area,USA,North America,56.0,2024-02-23,22.908013569639113,3656.8828590337525,3319.764756944445,Healthcare,Series D,522,2024,37.77493,-122.41942
3317,Vice Media,New York City,USA,North America,278.3878594249201,2024-02-22,22.908013569639113,3656.8828590337525,3319.764756944445,Media,Unknown,1600,2024,40.71427,-74.00597
3318,Affirm,Pittsburgh,USA,North America,60.0,2024-02-21,22.908013569639113,3656.8828590337525,3319.764756944445,Finance,Post-IPO,1500,2024,40.44062,-79.99589
3319,Finder,Sydney,Australia,Australia,60.0,2024-02-21,17.0,353.0,292.0,Retail,Unknown,30,2024,-33.86785,151.20732
3320,BuzzFeed,New York City,USA,North America,278.3878594249201,2024-02-21,16.0,3656.8828590337525,3319.764756944445,Media,Post-IPO,696,2024,40.71427,-74.00597
3321,Rivian,Detroit,USA,North America,278.3878594249201,2024-02-21,10.0,3656.8828590337525,3319.764756944445,Transport…,Post-IPO,10700,2024,42.33143,-83.04575
3322,Aptiv,Krakow,Poland,Europe,250.0,2024-02-20,22.908013569639113,3656.8828590337525,3319.764756944445,Transport…,Post-IPO,8,2024,50.0619474,19.9368564
3323,Tails.com,London,United Kingdom,Europe,55.0,2024-02-20,25.0,220.0,165.0,Retail,Series A,5,2024,51.50853,-0.12574
3324,Auctane,Austin,USA,North America,278.3878594249201,2024-02-20,22.908013569639113,3656.8828590337525,3319.764756944445,Retail,Unknown,0,2024,30.26715,-97.74306
3325,KnownOrigin,Manchester,United Kingdom,Europe,278.3878594249201,2024-02-20,30.0,3656.8828590337525,3319.764756944445,Crypto,Acquired,3,2024,53.4794892,-2.2451148
3326,Meati,Boulder,USA,North America,278.3878594249201,2024-02-20,30.0,3656.8828590337525,3319.764756944445,Food,Series C,274,2024,40.01499,-105.27055
3327,Farfetch,London,United Kingdom,Europe,2000.0,2024-02-16,25.0,8000.0,6000.0,Retail,Acquired,1700,2024,51.50853,-0.12574
3328,Voi,Stockholm,Sweden,Europe,120.0,2024-02-16,12.0,1000.0,880.0,Transport…,Series D,515,2024,59.32938,18.06871
3329,Toast,Boston,USA,North America,550.0,2024-02-15,10.0,5500.0,4950.0,Food,Post-IPO,962,2024,42.35843,-71.05977
3330,Sonder,San Francisco Bay Area,USA,North America,106.0,2024-02-15,17.0,623.0,517.0,Travel,Post-IPO,839,2024,37.77493,-122.41942
3331,Storytel,Stockholm,Sweden,Europe,80.0,2024-02-15,13.0,615.0,535.0,Consumer,Post-IPO,312,2024,59.32938,18.06871
3332,Gro Intelligence,New York City,USA,North America,20.0,2024-02-15,10.0,200.0,180.0,Food,Series B,118,2024,40.71427,-74.00597
3333,CodeSee,San Francisco Bay Area,USA,North America,278.3878594249201,2024-02-15,100.0,3656.8828590337525,0.0,Data,Seed,10,2024,37.77493,-122.41942
3334,May Mobility,Ann Arbor,USA,North America,278.3878594249201,2024-02-15,13.0,3656.8828590337525,3319.764756944445,Transport…,Series D,303,2024,42.27756,-83.74088
3335,Cisco,San Francisco Bay Area,USA,North America,4250.0,2024-02-14,5.0,85000.0,80750.0,Infrastruc…,Post-IPO,2,2024,37.3361663,-121.890591
3336,Wint Wealth,Nashik,India,Asia,19.0,2024-02-14,20.0,95.0,76.0,Finance,Series A,16,2024,20.0112475,73.7902364
3337,Away,New York City,USA,North America,278.3878594249201,2024-02-14,25.0,3656.8828590337525,3319.764756944445,Retail,Series D,181,2024,40.71427,-74.00597
3338,Instacart,San Francisco Bay Area,USA,North America,250.0,2024-02-13,7.0,3571.0,3321.0,Food,Post-IPO,2900,2024,37.77493,-122.41942
3339,Redesign Health,New York City,USA,North America,77.0,2024-02-13,22.908013569639113,3656.8828590337525,3319.764756944445,Healthcare,Unknown,315,2024,40.71427,-74.00597
3340,Mozilla,San Francisco Bay Area,USA,North America,60.0,2024-02-13,5.0,1200.0,1140.0,Consumer,Unknown,2,2024,37.77493,-122.41942
3341,Impinj,Seattle,USA,North America,50.0,2024-02-13,10.0,500.0,450.0,Other,Post-IPO,137,2024,47.60621,-122.33207
3342,Riskified,New York City,USA,North America,40.0,2024-02-13,6.0,667.0,627.0,Retail,Post-IPO,229,2024,40.71427,-74.00597
3343,Everybuddy,Tel Aviv,Israel,Asia,278.3878594249201,2024-02-13,100.0,3656.8828590337525,0.0,Consumer,Series A,15,2024,32.08088,34.78057
3344,Popcore,Berlin,Germany,Europe,278.3878594249201,2024-02-13,22.908013569639113,3656.8828590337525,3319.764756944445,Consumer,Acquired,0,2024,52.52437,13.41053
3345,Wisense,Tel Aviv,Israel,Asia,278.3878594249201,2024-02-13,100.0,3656.8828590337525,0.0,Transport…,Unknown,37,2024,32.08088,34.78057
3346,SiriusXM,New York City,USA,North America,160.0,2024-02-12,3.0,5333.0,5173.0,Media,Post-IPO,525,2024,40.71427,-74.00597
3347,Licious,Bengaluru,India,Asia,80.0,2024-02-09,3.0,2667.0,2587.0,Food,Series F,490,2024,12.97194,77.59369
3348,BlissClub,Bengaluru,India,Asia,21.0,2024-02-09,18.0,117.0,96.0,Retail,Series A,20,2024,12.97194,77.59369
3349,Kandji,San Diego,USA,North America,278.3878594249201,2024-02-09,22.908013569639113,3656.8828590337525,3319.764756944445,Other,Series C,188,2024,32.71571,-117.16472
3350,Pure Storage,San Francisco Bay Area,USA,North America,275.0,2024-02-08,22.908013569639113,3656.8828590337525,3319.764756944445,Data,Post-IPO,529,2024,37.77493,-122.41942
3351,Otovo,Oslo,Norway,Europe,65.0,2024-02-08,15.0,433.0,368.0,Energy,Post-IPO,247,2024,59.91273,10.74609
3352,Getaround,San Francisco Bay Area,USA,North America,278.3878594249201,2024-02-08,30.0,3656.8828590337525,3319.764756944445,Transport…,Post-IPO,948,2024,37.77493,-122.41942
3353,Journera,Chicago,USA,North America,278.3878594249201,2024-02-08,100.0,3656.8828590337525,0.0,Travel,Series B,31,2024,41.85003,-87.65005
3354,Grammarly,San Francisco Bay Area,USA,North America,230.0,2024-02-07,22.908013569639113,3656.8828590337525,3319.764756944445,Consumer,Unknown,400,2024,37.77493,-122.41942
3355,Fireblocks,New York City,USA,North America,20.0,2024-02-07,3.0,667.0,647.0,Crypto,Series E,1000,2024,40.71427,-74.00597
3356,Tenable,Baltimore,USA,North America,278.3878594249201,2024-02-07,5.0,3656.8828590337525,3319.764756944445,Security,Post-IPO,565,2024,39.29038,-76.61219
3357,Workfellow,Espoo,Finland,Europe,278.3878594249201,2024-02-07,100.0,3656.8828590337525,0.0,HR,Seed,3,2024,60.2047672,24.6568435
3358,DocuSign,San Francisco Bay Area,USA,North America,440.0,2024-02-06,6.0,7333.0,6893.0,Sales,Post-IPO,536,2024,37.77493,-122.41942
